L,p,decoder,weight,n_runs,n_fails,p_log
22,0.15625,unified,2.1,37000,6244.0,0.16875675675675675
22,0.156875,unified,1.1,60000,8916.0,0.1486
22,0.156875,unified,2.1,37000,6193.0,0.16737837837837838
22,0.1575,unified,1.1,60000,8999.0,0.14998333333333333
22,0.1575,unified,2.1,37000,6349.0,0.17159459459459458
22,0.158125,unified,1.1,60000,9174.0,0.1529
22,0.158125,unified,2.1,37000,6559.0,0.17727027027027026
22,0.15875,unified,1.1,60000,9351.0,0.15585
22,0.15875,unified,2.1,37000,6637.0,0.1793783783783784
22,0.159375,unified,1.1,60000,9395.0,0.15658333333333332
22,0.159375,unified,2.1,37000,6629.0,0.17916216216216216
22,0.16,unified,1.1,60000,9695.0,0.16158333333333333
22,0.16,unified,2.1,37000,6663.0,0.1800810810810811
40,0.135,unified,1.8,65000,4048.0,0.06227692307692308
40,0.135,unified,2.1,60000,4757.0,0.07928333333333333
40,0.1359090909090909,unified,1.8,65000,4350.0,0.06692307692307692
40,0.1359090909090909,unified,2.1,60000,4877.0,0.08128333333333333
40,0.1368181818181818,unified,1.8,65000,4497.0,0.06918461538461539
40,0.1368181818181818,unified,2.1,60000,5089.0,0.08481666666666667
40,0.1377272727272727,unified,1.8,65000,4621.0,0.07109230769230769
40,0.1377272727272727,unified,2.1,60000,5298.0,0.0883
40,0.1386363636363636,unified,1.8,65000,4943.0,0.07604615384615385
40,0.1386363636363636,unified,2.1,60000,5635.0,0.09391666666666666
40,0.1395454545454545,unified,1.8,65000,5337.0,0.08210769230769231
40,0.1395454545454545,unified,2.1,60000,5900.0,0.09833333333333333
40,0.1404545454545454,unified,1.8,65000,5455.0,0.08392307692307692
40,0.1404545454545454,unified,2.1,60000,6159.0,0.10265
40,0.1413636363636363,unified,1.8,65000,5705.0,0.08776923076923077
40,0.1413636363636363,unified,2.1,60000,6385.0,0.10641666666666667
40,0.1422727272727272,unified,1.8,65000,5908.0,0.09089230769230769
40,0.1422727272727272,unified,2.1,60000,6660.0,0.111
40,0.1431818181818182,unified,1.8,65000,6346.0,0.09763076923076923
40,0.1431818181818182,unified,2.1,60000,6892.0,0.11486666666666667
40,0.144090909090909,unified,1.8,65000,6512.0,0.10018461538461539
40,0.144090909090909,unified,2.1,60000,7085.0,0.11808333333333333
40,0.145,unified,1.1,58500,5786.0,0.0989059829059829
40,0.145,unified,1.8,65000,6726.0,0.10347692307692308
40,0.145,unified,2.1,60000,7491.0,0.12485
40,0.145625,unified,1.1,58500,6066.0,0.1036923076923077
40,0.145625,unified,1.8,58250,6211.0,0.10662660944206008
40,0.145625,unified,2.1,60000,7937.0,0.13228333333333334
40,0.14625,unified,1.1,58500,6136.0,0.10488888888888889
40,0.14625,unified,1.8,58250,6544.0,0.11234334763948498
40,0.14625,unified,2.1,60000,7863.0,0.13105
40,0.1468749999999999,unified,1.1,58500,6358.0,0.10868376068376068
40,0.146875,unified,1.8,58250,6591.0,0.11315021459227467
40,0.146875,unified,2.1,60000,8171.0,0.13618333333333332
40,0.1475,unified,1.1,58500,6486.0,0.11087179487179487
40,0.1475,unified,1.8,58250,6681.0,0.11469527896995708
40,0.1475,unified,2.1,60000,8294.0,0.13823333333333335
40,0.148125,unified,1.1,58500,6737.0,0.11516239316239316
40,0.148125,unified,1.8,58250,6907.0,0.11857510729613734
40,0.148125,unified,2.1,60000,8614.0,0.14356666666666668
40,0.14875,unified,1.1,58500,6778.0,0.11586324786324786
40,0.14875,unified,1.8,58250,7094.0,0.12178540772532188
40,0.14875,unified,2.1,60000,8697.0,0.14495
40,0.1493749999999999,unified,1.1,58500,7072.0,0.12088888888888889
40,0.149375,unified,1.8,58250,7389.0,0.12684978540772532
40,0.149375,unified,2.1,60000,9023.0,0.15038333333333334
40,0.15,unified,1.1,58500,7136.0,0.12198290598290598
40,0.15,unified,1.8,58250,7667.0,0.13162231759656653
40,0.15,unified,2.1,60000,9103.0,0.15171666666666667
40,0.150625,unified,1.1,58500,7470.0,0.1276923076923077
40,0.150625,unified,1.8,58250,7644.0,0.1312274678111588
40,0.150625,unified,2.1,60000,9346.0,0.15576666666666666
40,0.15125,unified,1.1,58500,7654.0,0.13083760683760684
40,0.15125,unified,1.8,58250,7869.0,0.1350901287553648
40,0.15125,unified,2.1,60000,9556.0,0.15926666666666667
40,0.1518749999999999,unified,1.1,58500,7795.0,0.13324786324786325
40,0.151875,unified,1.8,58250,8114.0,0.1392961373390558
40,0.151875,unified,2.1,60000,9900.0,0.165
40,0.1525,unified,1.1,58500,8055.0,0.1376923076923077
40,0.1525,unified,1.8,58250,8377.0,0.14381115879828327
40,0.1525,unified,2.1,60000,10108.0,0.16846666666666665
40,0.153125,unified,1.1,58500,8191.0,0.14001709401709403
40,0.15375,unified,1.1,58500,8332.0,0.14242735042735044
40,0.1543749999999999,unified,1.1,58500,8731.0,0.14924786324786324
40,0.155,unified,1.1,58500,8713.0,0.14894017094017095
40,0.155625,unified,1.1,58500,8827.0,0.15088888888888888
40,0.15625,unified,1.1,58500,9346.0,0.15976068376068375
40,0.156875,unified,1.1,58500,9650.0,0.16495726495726495
40,0.1575,unified,1.1,58500,9571.0,0.1636068376068376
40,0.158125,unified,1.1,58500,9628.0,0.16458119658119658
40,0.15875,unified,1.1,58500,10052.0,0.17182905982905983
40,0.159375,unified,1.1,58500,10289.0,0.17588034188034188
40,0.16,unified,1.1,58500,10577.0,0.1808034188034188
42,0.135,unified,1.8,59000,3579.0,0.06066101694915254
42,0.135,unified,2.1,60000,4635.0,0.07725
42,0.1359090909090909,unified,1.8,59000,3814.0,0.06464406779661017
42,0.1359090909090909,unified,2.1,60000,4680.0,0.078
42,0.1368181818181818,unified,1.8,59000,4007.0,0.06791525423728814
42,0.1368181818181818,unified,2.1,60000,4861.0,0.08101666666666667
42,0.1377272727272727,unified,1.8,59000,4165.0,0.07059322033898305
42,0.1377272727272727,unified,2.1,60000,5263.0,0.08771666666666667
42,0.1386363636363636,unified,1.8,59000,4438.0,0.07522033898305085
42,0.1386363636363636,unified,2.1,60000,5383.0,0.08971666666666667
42,0.1395454545454545,unified,1.8,59000,4710.0,0.07983050847457628
42,0.1395454545454545,unified,2.1,60000,5822.0,0.09703333333333333
42,0.1404545454545454,unified,1.8,59000,4803.0,0.08140677966101695
42,0.1404545454545454,unified,2.1,60000,5979.0,0.09965
42,0.1413636363636363,unified,1.8,59000,5130.0,0.08694915254237288
42,0.1413636363636363,unified,2.1,60000,6390.0,0.1065
42,0.1422727272727272,unified,1.8,59000,5407.0,0.09164406779661018
42,0.1422727272727272,unified,2.1,60000,6640.0,0.11066666666666666
42,0.1431818181818182,unified,1.8,59000,5744.0,0.09735593220338983
42,0.1431818181818182,unified,2.1,60000,6767.0,0.11278333333333333
42,0.144090909090909,unified,1.8,59000,5793.0,0.0981864406779661
42,0.144090909090909,unified,2.1,60000,7174.0,0.11956666666666667
42,0.145,unified,1.1,60000,5886.0,0.0981
42,0.145,unified,1.8,59000,6049.0,0.10252542372881356
42,0.145,unified,2.1,60000,7490.0,0.12483333333333334
42,0.145625,unified,1.1,60000,6113.0,0.10188333333333334
42,0.145625,unified,1.8,50000,5402.0,0.10804
42,0.145625,unified,2.1,60000,7844.0,0.13073333333333334
42,0.14625,unified,1.1,60000,6258.0,0.1043
42,0.14625,unified,1.8,50000,5407.0,0.10814
42,0.14625,unified,2.1,60000,7961.0,0.13268333333333332
42,0.1468749999999999,unified,1.1,60000,6427.0,0.10711666666666667
42,0.146875,unified,1.8,50000,5531.0,0.11062
42,0.146875,unified,2.1,60000,8117.0,0.13528333333333334
42,0.1475,unified,1.1,60000,6578.0,0.10963333333333333
42,0.1475,unified,1.8,50000,5884.0,0.11768
42,0.1475,unified,2.1,60000,8358.0,0.1393
42,0.148125,unified,1.1,60000,6848.0,0.11413333333333334
42,0.148125,unified,1.8,50000,6113.0,0.12226
42,0.148125,unified,2.1,60000,8675.0,0.14458333333333334
42,0.14875,unified,1.1,60000,7061.0,0.11768333333333333
42,0.14875,unified,1.8,50000,6143.0,0.12286
42,0.14875,unified,2.1,60000,8660.0,0.14433333333333334
42,0.1493749999999999,unified,1.1,60000,7131.0,0.11885
42,0.149375,unified,1.8,50000,6292.0,0.12584
42,0.149375,unified,2.1,60000,8969.0,0.14948333333333333
42,0.15,unified,1.1,60000,7540.0,0.12566666666666668
42,0.15,unified,1.8,50000,6427.0,0.12854
42,0.15,unified,2.1,60000,9285.0,0.15475
42,0.150625,unified,1.1,60000,7416.0,0.1236
42,0.150625,unified,1.8,50000,6657.0,0.13314
42,0.150625,unified,2.1,60000,9435.0,0.15725
42,0.15125,unified,1.1,60000,7904.0,0.13173333333333334
42,0.15125,unified,1.8,50000,6934.0,0.13868
42,0.15125,unified,2.1,60000,9769.0,0.16281666666666667
42,0.1518749999999999,unified,1.1,60000,7912.0,0.13186666666666666
42,0.151875,unified,1.8,50000,7025.0,0.1405
42,0.151875,unified,2.1,60000,9837.0,0.16395
42,0.1525,unified,1.1,60000,8398.0,0.13996666666666666
42,0.1525,unified,1.8,50000,7314.0,0.14628
42,0.1525,unified,2.1,60000,9981.0,0.16635
42,0.153125,unified,1.1,60000,8420.0,0.14033333333333334
42,0.15375,unified,1.1,60000,8708.0,0.14513333333333334
42,0.1543749999999999,unified,1.1,60000,8976.0,0.1496
42,0.155,unified,1.1,60000,9005.0,0.15008333333333335
42,0.155625,unified,1.1,60000,9331.0,0.15551666666666666
42,0.15625,unified,1.1,60000,9330.0,0.1555
42,0.156875,unified,1.1,60000,9729.0,0.16215
42,0.1575,unified,1.1,60000,9988.0,0.16646666666666668
42,0.158125,unified,1.1,60000,10305.0,0.17175
42,0.15875,unified,1.1,60000,10519.0,0.17531666666666668
42,0.159375,unified,1.1,60000,10635.0,0.17725
42,0.16,unified,1.1,60000,10680.0,0.178
60,0.135,unified,1.8,48800,2420.0,0.04959016393442623
60,0.1359090909090909,unified,1.8,48800,2501.0,0.05125
60,0.1368181818181818,unified,1.8,48800,2838.0,0.05815573770491803
60,0.1377272727272727,unified,1.8,48800,3016.0,0.06180327868852459
60,0.1386363636363636,unified,1.8,48800,3164.0,0.06483606557377049
60,0.1395454545454545,unified,1.8,48800,3425.0,0.0701844262295082
60,0.1404545454545454,unified,1.8,48800,3641.0,0.07461065573770492
60,0.14045455,unified,2.1,21050,1924.0,0.09140142517814727
60,0.1413636363636363,unified,1.8,48800,3871.0,0.07932377049180328
60,0.14136364,unified,2.1,21050,1991.0,0.09458432304038004
60,0.1422727272727272,unified,1.8,48800,4099.0,0.08399590163934426
60,0.14227273,unified,2.1,21050,2155.0,0.10237529691211401
60,0.1431818181818182,unified,1.8,48800,4392.0,0.09
60,0.14318182,unified,2.1,21050,2299.0,0.10921615201900238
60,0.144090909090909,unified,1.8,48800,4540.0,0.0930327868852459
60,0.14409091,unified,2.1,21050,2391.0,0.11358669833729217
60,0.145,unified,1.1,55750,5229.0,0.09379372197309417
60,0.145,unified,1.8,48800,4814.0,0.09864754098360656
60,0.145,unified,2.1,21050,2488.0,0.11819477434679335
60,0.145625,unified,1.1,55750,5324.0,0.09549775784753363
60,0.145625,unified,1.8,48800,4996.0,0.10237704918032788
60,0.145625,unified,2.1,33000,4077.0,0.12354545454545454
60,0.14625,unified,1.1,55750,5436.0,0.0975067264573991
60,0.14625,unified,1.8,48800,5255.0,0.10768442622950819
60,0.14625,unified,2.1,33000,4230.0,0.12818181818181817
60,0.1468749999999999,unified,1.1,55750,5706.0,0.10234977578475336
60,0.146875,unified,1.8,48800,5459.0,0.11186475409836065
60,0.146875,unified,2.1,33000,4482.0,0.1358181818181818
60,0.1475,unified,1.1,55750,5798.0,0.104
60,0.1475,unified,1.8,48800,5602.0,0.11479508196721311
60,0.1475,unified,2.1,33000,4580.0,0.1387878787878788
60,0.148125,unified,1.1,55750,6121.0,0.10979372197309417
60,0.148125,unified,1.8,48800,5809.0,0.11903688524590164
60,0.148125,unified,2.1,33000,4792.0,0.1452121212121212
60,0.14875,unified,1.1,55750,6422.0,0.11519282511210763
60,0.14875,unified,1.8,48800,6044.0,0.12385245901639344
60,0.14875,unified,2.1,33000,4858.0,0.1472121212121212
60,0.1493749999999999,unified,1.1,55750,6480.0,0.11623318385650225
60,0.149375,unified,1.8,48800,6240.0,0.12786885245901639
60,0.149375,unified,2.1,33000,5149.0,0.15603030303030302
60,0.15,unified,1.1,55750,6847.0,0.12281614349775785
60,0.15,unified,1.8,48800,6335.0,0.1298155737704918
60,0.15,unified,2.1,33000,4939.0,0.14966666666666667
60,0.150625,unified,1.1,55750,7137.0,0.12801793721973095
60,0.150625,unified,1.8,48800,6627.0,0.13579918032786886
60,0.150625,unified,2.1,33000,5247.0,0.159
60,0.15125,unified,1.1,55750,7492.0,0.13438565022421525
60,0.15125,unified,1.8,48800,6856.0,0.14049180327868852
60,0.15125,unified,2.1,33000,5390.0,0.16333333333333333
60,0.1518749999999999,unified,1.1,55750,7583.0,0.13601793721973093
60,0.151875,unified,1.8,48800,7141.0,0.14633196721311476
60,0.151875,unified,2.1,33000,5690.0,0.17242424242424242
60,0.1525,unified,1.1,55750,7926.0,0.14217040358744396
60,0.1525,unified,1.8,48800,7214.0,0.14782786885245902
60,0.1525,unified,2.1,33000,5785.0,0.1753030303030303
60,0.153125,unified,1.1,55750,8100.0,0.1452914798206278
60,0.15375,unified,1.1,55750,8352.0,0.1498116591928251
60,0.1543749999999999,unified,1.1,55750,8522.0,0.15286098654708521
60,0.155,unified,1.1,55750,8898.0,0.15960538116591927
60,0.155625,unified,1.1,55750,9097.0,0.1631748878923767
60,0.15625,unified,1.1,55750,9307.0,0.16694170403587444
60,0.156875,unified,1.1,55750,9629.0,0.17271748878923768
60,0.1575,unified,1.1,55750,9859.0,0.17684304932735426
60,0.158125,unified,1.1,55750,10168.0,0.18238565022421524
60,0.15875,unified,1.1,55750,10378.0,0.18615246636771302
60,0.159375,unified,1.1,55750,10556.0,0.18934529147982063
60,0.16,unified,1.1,55750,10978.0,0.19691479820627802
62,0.14045455,unified,2.1,15000,1435.0,0.09566666666666666
62,0.14136364,unified,2.1,15000,1463.0,0.09753333333333333
62,0.14227273,unified,2.1,15000,1550.0,0.10333333333333333
62,0.14318182,unified,2.1,15000,1620.0,0.108
62,0.14409091,unified,2.1,15000,1734.0,0.1156
62,0.145,unified,1.1,51500,4623.0,0.08976699029126213
62,0.145,unified,2.1,15000,1742.0,0.11613333333333334
62,0.145625,unified,1.1,51500,4896.0,0.09506796116504854
62,0.145625,unified,1.8,66800,6979.0,0.10447604790419161
62,0.145625,unified,2.1,18000,2189.0,0.12161111111111111
62,0.14625,unified,1.1,51500,5080.0,0.09864077669902913
62,0.14625,unified,1.8,66800,7088.0,0.10610778443113772
62,0.14625,unified,2.1,18000,2335.0,0.1297222222222222
62,0.1468749999999999,unified,1.1,51500,5264.0,0.10221359223300971
62,0.146875,unified,1.8,66800,7403.0,0.11082335329341317
62,0.146875,unified,2.1,18000,2387.0,0.13261111111111112
62,0.1475,unified,1.1,51500,5535.0,0.1074757281553398
62,0.1475,unified,1.8,66800,7638.0,0.11434131736526947
62,0.1475,unified,2.1,18000,2526.0,0.14033333333333334
62,0.148125,unified,1.1,51500,5721.0,0.1110873786407767
62,0.148125,unified,1.8,66800,7859.0,0.11764970059880239
62,0.148125,unified,2.1,18000,2543.0,0.14127777777777778
62,0.14875,unified,1.1,51500,5985.0,0.11621359223300971
62,0.14875,unified,1.8,66800,8053.0,0.12055389221556886
62,0.14875,unified,2.1,18000,2619.0,0.1455
62,0.1493749999999999,unified,1.1,51500,6126.0,0.11895145631067962
62,0.149375,unified,1.8,66800,8551.0,0.12800898203592814
62,0.149375,unified,2.1,18000,2729.0,0.1516111111111111
62,0.15,unified,1.1,51500,6290.0,0.12213592233009708
62,0.15,unified,1.8,66800,8767.0,0.13124251497005987
62,0.15,unified,2.1,18000,2817.0,0.1565
62,0.150625,unified,1.1,51500,6503.0,0.12627184466019417
62,0.150625,unified,1.8,66800,9116.0,0.13646706586826346
62,0.150625,unified,2.1,18000,2870.0,0.15944444444444444
62,0.15125,unified,1.1,51500,6876.0,0.13351456310679613
62,0.15125,unified,1.8,66800,9482.0,0.14194610778443115
62,0.15125,unified,2.1,18000,2968.0,0.1648888888888889
62,0.1518749999999999,unified,1.1,51500,6965.0,0.13524271844660193
62,0.151875,unified,1.8,66800,9573.0,0.14330838323353293
62,0.151875,unified,2.1,18000,3161.0,0.1756111111111111
62,0.1525,unified,1.1,51500,7180.0,0.13941747572815533
62,0.1525,unified,1.8,66800,9913.0,0.14839820359281436
62,0.1525,unified,2.1,18000,3139.0,0.1743888888888889
62,0.153125,unified,1.1,51500,7487.0,0.14537864077669904
62,0.15375,unified,1.1,51500,7612.0,0.14780582524271846
62,0.1543749999999999,unified,1.1,51500,7875.0,0.1529126213592233
62,0.155,unified,1.1,51500,8227.0,0.15974757281553398
62,0.155625,unified,1.1,51500,8405.0,0.16320388349514564
62,0.15625,unified,1.1,51500,8565.0,0.1663106796116505
62,0.156875,unified,1.1,51500,8960.0,0.17398058252427184
62,0.1575,unified,1.1,51500,9165.0,0.1779611650485437
62,0.158125,unified,1.1,51500,9277.0,0.1801359223300971
62,0.15875,unified,1.1,51500,9546.0,0.18535922330097088
62,0.159375,unified,1.1,51500,10023.0,0.19462135922330098
62,0.16,unified,1.1,51500,10192.0,0.19790291262135923
