L,p,decoder,weight,n_runs,n_fails,p_log
40,0.14625,unified,0.7,60000,5769.0,0.09615
40,0.14625,unified,1.0,40000,3882.0,0.09705
40,0.14625,unified,1.1,60000,6330.0,0.1055
40,0.14625,unified,2.0,60000,7055.0,0.11758333333333333
40,0.1468749999999999,unified,0.1,32000,3233.0,0.10103125
40,0.1468749999999999,unified,0.5,60000,6116.0,0.10193333333333333
40,0.1468749999999999,unified,0.7,60000,5984.0,0.09973333333333333
40,0.1468749999999999,unified,1.0,40000,3976.0,0.0994
40,0.1468749999999999,unified,1.1,60000,6390.0,0.1065
40,0.1468749999999999,unified,2.0,60000,7087.0,0.11811666666666666
40,0.1475,unified,0.1,32000,3388.0,0.105875
40,0.1475,unified,0.5,60000,6206.0,0.10343333333333334
40,0.1475,unified,0.7,60000,6128.0,0.10213333333333334
40,0.1475,unified,1.0,40000,4128.0,0.1032
40,0.1475,unified,1.1,60000,6557.0,0.10928333333333333
40,0.1475,unified,2.0,60000,7273.0,0.12121666666666667
40,0.148125,unified,0.1,32000,3599.0,0.11246875
40,0.148125,unified,0.5,60000,6422.0,0.10703333333333333
40,0.148125,unified,0.7,60000,6355.0,0.10591666666666667
40,0.148125,unified,1.0,40000,4305.0,0.107625
40,0.148125,unified,1.1,60000,6701.0,0.11168333333333333
40,0.148125,unified,2.0,60000,7464.0,0.1244
40,0.14875,unified,0.1,32000,3617.0,0.11303125
40,0.14875,unified,0.5,60000,6615.0,0.11025
40,0.14875,unified,0.7,60000,6490.0,0.10816666666666666
40,0.14875,unified,1.0,40000,4438.0,0.11095
40,0.14875,unified,1.1,60000,6960.0,0.116
40,0.14875,unified,2.0,60000,7612.0,0.12686666666666666
40,0.1493749999999999,unified,0.1,32000,3695.0,0.11546875
40,0.1493749999999999,unified,0.5,60000,6769.0,0.11281666666666666
40,0.1493749999999999,unified,0.7,60000,6677.0,0.11128333333333333
40,0.1493749999999999,unified,1.0,40000,4475.0,0.111875
40,0.1493749999999999,unified,1.1,60000,7166.0,0.11943333333333334
40,0.1493749999999999,unified,2.0,60000,7937.0,0.13228333333333334
40,0.15,unified,0.1,32000,3780.0,0.118125
40,0.15,unified,0.5,60000,6953.0,0.11588333333333334
40,0.15,unified,0.7,60000,6837.0,0.11395
40,0.15,unified,1.0,40000,4756.0,0.1189
40,0.15,unified,1.1,60000,7365.0,0.12275
40,0.15,unified,2.0,60000,7946.0,0.13243333333333332
40,0.150625,unified,0.1,32000,3912.0,0.12225
40,0.150625,unified,0.5,60000,7139.0,0.11898333333333333
40,0.150625,unified,0.7,60000,7002.0,0.1167
40,0.150625,unified,1.0,40000,4815.0,0.120375
40,0.150625,unified,1.1,60000,7619.0,0.12698333333333334
40,0.150625,unified,2.0,60000,8324.0,0.13873333333333332
40,0.15125,unified,0.1,32000,4034.0,0.1260625
40,0.15125,unified,0.5,60000,7245.0,0.12075
40,0.15125,unified,0.7,60000,7226.0,0.12043333333333334
40,0.15125,unified,1.0,40000,4881.0,0.122025
40,0.15125,unified,1.1,60000,7886.0,0.13143333333333335
40,0.15125,unified,2.0,60000,8566.0,0.14276666666666665
40,0.1518749999999999,unified,0.1,32000,4080.0,0.1275
40,0.1518749999999999,unified,0.5,60000,7509.0,0.12515
40,0.1518749999999999,unified,0.7,60000,7517.0,0.12528333333333333
40,0.1518749999999999,unified,1.0,40000,5041.0,0.126025
40,0.1518749999999999,unified,1.1,60000,7884.0,0.1314
40,0.1518749999999999,unified,2.0,60000,8817.0,0.14695
40,0.1525,unified,0.1,32000,4156.0,0.129875
40,0.1525,unified,0.5,60000,7756.0,0.12926666666666667
40,0.1525,unified,0.7,60000,7600.0,0.12666666666666668
40,0.1525,unified,1.0,40000,5152.0,0.1288
40,0.1525,unified,1.1,60000,8138.0,0.13563333333333333
40,0.1525,unified,2.0,60000,8874.0,0.1479
40,0.153125,unified,0.1,32000,4222.0,0.1319375
40,0.153125,unified,0.5,60000,7847.0,0.13078333333333333
40,0.153125,unified,0.7,60000,7865.0,0.13108333333333333
40,0.153125,unified,1.0,40000,5395.0,0.134875
40,0.153125,unified,1.1,60000,8297.0,0.13828333333333334
40,0.153125,unified,2.0,60000,9160.0,0.15266666666666667
40,0.15375,unified,0.1,32000,4459.0,0.13934375
40,0.15375,unified,0.5,60000,8055.0,0.13425
40,0.15375,unified,0.7,60000,7959.0,0.13265
40,0.15375,unified,1.0,40000,5518.0,0.13795
40,0.15375,unified,1.1,60000,8501.0,0.14168333333333333
40,0.15375,unified,2.0,60000,9414.0,0.1569
40,0.1543749999999999,unified,0.1,32000,4452.0,0.139125
40,0.1543749999999999,unified,0.5,60000,8219.0,0.13698333333333335
40,0.1543749999999999,unified,0.7,60000,8125.0,0.13541666666666666
40,0.1543749999999999,unified,1.0,40000,5658.0,0.14145
40,0.1543749999999999,unified,1.1,60000,8801.0,0.14668333333333333
40,0.1543749999999999,unified,2.0,60000,9613.0,0.16021666666666667
40,0.155,unified,0.1,32000,4619.0,0.14434375
40,0.155,unified,0.5,60000,8437.0,0.14061666666666667
40,0.155,unified,0.7,60000,8373.0,0.13955
40,0.155,unified,1.0,40000,5778.0,0.14445
40,0.155,unified,1.1,60000,8899.0,0.14831666666666668
40,0.155,unified,2.0,60000,9908.0,0.16513333333333333
40,0.155625,unified,0.1,32000,4691.0,0.14659375
40,0.155625,unified,0.5,60000,8654.0,0.14423333333333332
40,0.155625,unified,0.7,60000,8598.0,0.1433
40,0.155625,unified,1.0,40000,5814.0,0.14535
40,0.155625,unified,1.1,60000,9228.0,0.1538
40,0.155625,unified,2.0,60000,10098.0,0.1683
40,0.15625,unified,0.1,32000,4812.0,0.150375
40,0.15625,unified,0.5,60000,8707.0,0.14511666666666667
40,0.15625,unified,0.7,60000,8753.0,0.14588333333333334
40,0.15625,unified,1.0,40000,5960.0,0.149
40,0.15625,unified,1.1,60000,9379.0,0.15631666666666666
40,0.15625,unified,2.0,60000,10309.0,0.17181666666666667
40,0.156875,unified,0.1,32000,4891.0,0.15284375
40,0.156875,unified,0.5,60000,9058.0,0.15096666666666667
40,0.156875,unified,0.7,60000,9090.0,0.1515
40,0.156875,unified,1.0,40000,6187.0,0.154675
40,0.156875,unified,1.1,60000,9640.0,0.16066666666666668
40,0.156875,unified,2.0,60000,10362.0,0.1727
40,0.1575,unified,0.1,32000,4958.0,0.1549375
40,0.1575,unified,0.5,60000,9212.0,0.15353333333333333
40,0.1575,unified,0.7,60000,9241.0,0.15401666666666666
40,0.1575,unified,1.0,40000,6258.0,0.15645
40,0.1575,unified,1.1,60000,9756.0,0.1626
40,0.1575,unified,2.0,60000,10674.0,0.1779
40,0.158125,unified,0.1,32000,5234.0,0.1635625
40,0.158125,unified,0.5,60000,9570.0,0.1595
40,0.158125,unified,0.7,60000,9521.0,0.15868333333333334
40,0.158125,unified,1.0,40000,6407.0,0.160175
40,0.158125,unified,1.1,60000,10028.0,0.16713333333333333
40,0.158125,unified,2.0,60000,10905.0,0.18175
40,0.15875,unified,0.1,32000,5282.0,0.1650625
40,0.15875,unified,0.5,60000,9667.0,0.16111666666666666
40,0.15875,unified,0.7,60000,9687.0,0.16145
40,0.15875,unified,1.0,40000,6511.0,0.162775
40,0.15875,unified,1.1,60000,10211.0,0.17018333333333333
40,0.15875,unified,2.0,60000,11047.0,0.18411666666666668
40,0.159375,unified,0.1,32000,5333.0,0.16665625
40,0.159375,unified,0.5,60000,9874.0,0.16456666666666667
40,0.159375,unified,0.7,60000,9985.0,0.16641666666666666
40,0.159375,unified,1.0,40000,6624.0,0.1656
40,0.159375,unified,1.1,60000,10428.0,0.1738
40,0.159375,unified,2.0,60000,11422.0,0.19036666666666666
40,0.16,unified,0.1,32000,5563.0,0.17384375
40,0.16,unified,0.5,60000,10125.0,0.16875
40,0.16,unified,0.7,60000,9865.0,0.16441666666666666
40,0.16,unified,1.0,40000,6886.0,0.17215
40,0.16,unified,1.1,60000,10654.0,0.17756666666666668
40,0.16,unified,2.0,60000,11423.0,0.19038333333333332
60,0.145,unified,0.5,100000,8433.0,0.08433
60,0.145,unified,0.7,23500,2000.0,0.0851063829787234
60,0.145,unified,1.0,30000,2652.0,0.0884
60,0.145,unified,1.1,40000,3544.0,0.0886
60,0.145,unified,2.0,40000,4207.0,0.105175
60,0.145625,unified,0.5,100000,8764.0,0.08764
60,0.145625,unified,0.7,23500,1975.0,0.08404255319148936
60,0.145625,unified,1.0,30000,2621.0,0.08736666666666666
60,0.145625,unified,1.1,40000,3683.0,0.092075
60,0.145625,unified,2.0,40000,4342.0,0.10855
60,0.14625,unified,0.5,100000,8939.0,0.08939
60,0.14625,unified,0.7,23500,2101.0,0.08940425531914893
60,0.14625,unified,1.0,30000,2794.0,0.09313333333333333
60,0.14625,unified,1.1,40000,3895.0,0.097375
60,0.14625,unified,2.0,40000,4593.0,0.114825
60,0.1468749999999999,unified,0.5,100000,9398.0,0.09398
60,0.1468749999999999,unified,0.7,23500,2160.0,0.09191489361702128
60,0.1468749999999999,unified,1.0,30000,2897.0,0.09656666666666666
60,0.1468749999999999,unified,1.1,40000,4181.0,0.104525
60,0.1468749999999999,unified,2.0,40000,4606.0,0.11515
60,0.1475,unified,0.5,100000,9725.0,0.09725
60,0.1475,unified,0.7,23500,2312.0,0.09838297872340425
60,0.1475,unified,1.0,30000,2924.0,0.09746666666666666
60,0.1475,unified,1.1,40000,4247.0,0.106175
60,0.1475,unified,2.0,40000,4839.0,0.120975
60,0.148125,unified,0.5,100000,10239.0,0.10239
60,0.148125,unified,0.7,23500,2338.0,0.09948936170212766
60,0.148125,unified,1.0,30000,3198.0,0.1066
60,0.148125,unified,1.1,40000,4376.0,0.1094
60,0.148125,unified,2.0,40000,4940.0,0.1235
60,0.14875,unified,0.5,100000,10457.0,0.10457
60,0.14875,unified,0.7,23500,2436.0,0.1036595744680851
60,0.14875,unified,1.0,30000,3142.0,0.10473333333333333
60,0.14875,unified,1.1,40000,4581.0,0.114525
60,0.14875,unified,2.0,40000,5043.0,0.126075
60,0.1493749999999999,unified,0.5,100000,10873.0,0.10873
60,0.1493749999999999,unified,0.7,23500,2522.0,0.10731914893617021
60,0.1493749999999999,unified,1.0,30000,3411.0,0.1137
60,0.1493749999999999,unified,1.1,40000,4862.0,0.12155
60,0.1493749999999999,unified,2.0,40000,5307.0,0.132675
60,0.15,unified,0.5,100000,11256.0,0.11256
60,0.15,unified,0.7,23500,2757.0,0.11731914893617021
60,0.15,unified,1.0,30000,3520.0,0.11733333333333333
60,0.15,unified,1.1,40000,4919.0,0.122975
60,0.15,unified,2.0,40000,5536.0,0.1384
60,0.150625,unified,0.5,100000,11681.0,0.11681
60,0.150625,unified,0.7,23500,2703.0,0.11502127659574468
60,0.150625,unified,1.0,30000,3604.0,0.12013333333333333
60,0.150625,unified,1.1,40000,4901.0,0.122525
60,0.150625,unified,2.0,40000,5696.0,0.1424
60,0.15125,unified,0.5,100000,11958.0,0.11958
60,0.15125,unified,0.7,23500,2822.0,0.12008510638297873
60,0.15125,unified,1.0,30000,3691.0,0.12303333333333333
60,0.15125,unified,1.1,40000,5076.0,0.1269
60,0.15125,unified,2.0,40000,5918.0,0.14795
60,0.1518749999999999,unified,0.5,100000,12490.0,0.1249
60,0.1518749999999999,unified,0.7,23500,2984.0,0.1269787234042553
60,0.1518749999999999,unified,1.0,30000,3854.0,0.12846666666666667
60,0.1518749999999999,unified,1.1,40000,5450.0,0.13625
60,0.1518749999999999,unified,2.0,40000,6028.0,0.1507
60,0.1525,unified,0.5,100000,12958.0,0.12958
60,0.1525,unified,0.7,23500,3061.0,0.13025531914893618
60,0.1525,unified,1.0,30000,3930.0,0.131
60,0.1525,unified,1.1,40000,5672.0,0.1418
60,0.1525,unified,2.0,40000,6171.0,0.154275
60,0.153125,unified,0.5,100000,13351.0,0.13351
60,0.153125,unified,0.7,23500,3226.0,0.13727659574468085
60,0.153125,unified,1.0,30000,4145.0,0.13816666666666666
60,0.153125,unified,1.1,40000,5812.0,0.1453
60,0.153125,unified,2.0,40000,6342.0,0.15855
60,0.15375,unified,0.5,100000,13823.0,0.13823
60,0.15375,unified,0.7,23500,3241.0,0.13791489361702128
60,0.15375,unified,1.0,30000,4318.0,0.14393333333333333
60,0.15375,unified,1.1,40000,5889.0,0.147225
60,0.15375,unified,2.0,40000,6506.0,0.16265
60,0.1543749999999999,unified,0.5,100000,14326.0,0.14326
60,0.1543749999999999,unified,0.7,23500,3418.0,0.1454468085106383
60,0.1543749999999999,unified,1.0,30000,4351.0,0.14503333333333332
60,0.1543749999999999,unified,1.1,40000,6078.0,0.15195
60,0.1543749999999999,unified,2.0,40000,6851.0,0.171275
60,0.155,unified,0.5,100000,14597.0,0.14597
60,0.155,unified,0.7,23500,3405.0,0.1448936170212766
60,0.155,unified,1.0,30000,4512.0,0.1504
60,0.155,unified,1.1,40000,6496.0,0.1624
60,0.155,unified,2.0,40000,6886.0,0.17215
60,0.155625,unified,0.5,100000,15123.0,0.15123
60,0.155625,unified,0.7,23500,3583.0,0.152468085106383
60,0.155625,unified,1.0,30000,4649.0,0.15496666666666667
60,0.155625,unified,1.1,40000,6342.0,0.15855
60,0.155625,unified,2.0,40000,7215.0,0.180375
60,0.15625,unified,0.5,100000,15430.0,0.1543
60,0.15625,unified,0.7,23500,3589.0,0.15272340425531916
60,0.15625,unified,1.0,30000,4664.0,0.15546666666666667
60,0.15625,unified,1.1,40000,6700.0,0.1675
60,0.15625,unified,2.0,40000,7286.0,0.18215
60,0.156875,unified,0.5,100000,16123.0,0.16123
60,0.156875,unified,0.7,23500,3782.0,0.16093617021276596
60,0.156875,unified,1.0,30000,4902.0,0.1634
60,0.156875,unified,1.1,40000,6860.0,0.1715
60,0.156875,unified,2.0,40000,7467.0,0.186675
60,0.1575,unified,0.5,100000,16094.0,0.16094
60,0.1575,unified,0.7,23500,3897.0,0.16582978723404254
60,0.1575,unified,1.0,30000,5143.0,0.17143333333333333
60,0.1575,unified,1.1,40000,7025.0,0.175625
60,0.1575,unified,2.0,40000,7775.0,0.194375
60,0.158125,unified,0.5,100000,16947.0,0.16947
60,0.158125,unified,0.7,23500,4007.0,0.17051063829787233
60,0.158125,unified,1.0,30000,5148.0,0.1716
60,0.158125,unified,1.1,40000,7311.0,0.182775
60,0.158125,unified,2.0,40000,8019.0,0.200475
60,0.15875,unified,0.5,100000,17209.0,0.17209
60,0.15875,unified,0.7,23500,4093.0,0.17417021276595746
60,0.15875,unified,1.0,30000,5266.0,0.17553333333333335
60,0.15875,unified,1.1,40000,7315.0,0.182875
60,0.15875,unified,2.0,40000,8112.0,0.2028
60,0.159375,unified,0.5,100000,17849.0,0.17849
60,0.159375,unified,0.7,23500,4183.0,0.178
60,0.159375,unified,1.0,30000,5437.0,0.18123333333333333
60,0.159375,unified,1.1,40000,7643.0,0.191075
60,0.159375,unified,2.0,40000,8165.0,0.204125
60,0.16,unified,0.5,100000,18243.0,0.18243
60,0.16,unified,0.7,23500,4279.0,0.18208510638297873
60,0.16,unified,1.0,30000,5749.0,0.19163333333333332
60,0.16,unified,1.1,40000,7901.0,0.197525
60,0.16,unified,2.0,40000,8410.0,0.21025
