L,p,decoder,p_log
14,0.0005981039565626,unified,2.4985069066745847e-17
14,0.0007772403148469,unified,1.5616451247132874e-16
14,0.0010100292773437,unified,9.824597348251609e-16
14,0.001312540177863,unified,6.112964883811824e-15
14,0.0017056552291586,unified,3.759017590610253e-14
14,0.0022165110141564,unified,2.371049473527712e-13
14,0.0028803717139836,unified,1.5228646207075898e-12
14,0.0037430633810201,unified,9.427354911569948e-12
14,0.0048641372939179,unified,6.223868498304459e-11
14,0.0063209807597848,unified,4.3955464844084574e-10
14,0.0082141591306497,unified,3.089187678694317e-09
14,0.0106743577915799,unified,2.304121409220803e-08
14,0.0138714033232579,unified,1.7325631562200147e-07
14,0.018025986566449,unified,1.3166835261563042e-06
14,0.0230858943154163,unified,8.752766808364442e-06
14,0.0288091952866079,unified,4.749015081066466e-05
14,0.0352003268999531,unified,0.00022528685232045
14,0.0422629206287051,unified,0.00089641403579965
14,0.05,unified,0.003
16,1.7716684732962433e-05,unified,5.692546797867433e-32
16,2.263667484446613e-05,unified,4.042121170253513e-31
16,2.892296474976012e-05,unified,2.8715860049094036e-30
16,3.695498105015942e-05,unified,2.0394976173182958e-29
16,4.721751854394418e-05,unified,1.4469379564589607e-28
16,6.033000137171208e-05,unified,1.027331666931204e-27
16,7.708387009205905e-05,unified,7.291801582664752e-27
16,9.849035128906068e-05,unified,5.177819310613463e-26
16,0.0001258414929797,unified,3.6688014114139737e-25
16,0.0001607881497843,unified,2.599672887996416e-24
16,0.0002054396248717,unified,1.8444762468273924e-23
16,0.0002624909828495,unified,1.3003078041211486e-22
16,0.0003353857179224,unified,9.142765242358228e-22
16,0.0004285235956116,unified,6.477549877376679e-21
16,0.0005475262129034,unified,4.56593105169075e-20
16,0.0006995763054504,unified,3.1650115885279704e-19
16,0.0008938512816628,unified,2.1885939785645853e-18
16,0.0011420771508489,unified,1.5323703934529336e-17
16,0.0014592362792888,unified,1.0811904014589039e-16
16,0.0018644716928361,unified,7.463197900447396e-16
16,0.0023822425077598,unified,5.2189268724705226e-15
16,0.0030438002290854,unified,3.7327928422769925e-14
16,0.0038890750225478,unified,2.683757287679245e-13
16,0.004969085811374,unified,1.9581172142294458e-12
16,0.0063490196660239,unified,1.6074846115575183e-11
16,0.0081121663520662,unified,1.4708700762981076e-10
16,0.0103649455168262,unified,1.255406029907668e-09
16,0.0132433299447085,unified,1.1012496458719574e-08
16,0.0169210525747286,unified,1.0206523017324867e-07
16,0.0211709465326855,unified,7.996205415946807e-07
16,0.0259228556494624,unified,5.045582355202273e-06
16,0.031179570145761,unified,2.572353628523878e-05
16,0.0369434090478057,unified,0.0001205048620635
16,0.0432163285773382,unified,0.0005020084809389
16,0.05,unified,0.001705
18,3.155346889762229e-05,unified,1.9567731966887722e-33
18,3.97548796613175e-05,unified,1.5626639326087556e-32
18,5.0088009721331486e-05,unified,1.2481413729337479e-31
18,6.310693779524458e-05,unified,9.966959270701428e-31
18,7.9509759322635e-05,unified,7.963253193970434e-30
18,0.0001001760194426,unified,6.75828147404161e-29
18,0.0001262138755904,unified,5.753430552978643e-28
18,0.0001590195186452,unified,4.602449805742014e-27
18,0.0002003520388853,unified,3.675320524959713e-26
18,0.0002524277511809,unified,2.919351441272396e-25
18,0.0003180390372905,unified,2.333975221960066e-24
18,0.0004007040777706,unified,1.874077106904053e-23
18,0.0005048555023619,unified,1.4860277266080196e-22
18,0.000636078074581,unified,1.1729369357385726e-21
18,0.0008014081555413,unified,9.676465055509017e-21
18,0.0010097110047239,unified,7.977038665903278e-20
18,0.0012721561491621,unified,6.28698814787601e-19
18,0.0016028163110826,unified,4.82453488273726e-18
18,0.0020194220094478,unified,3.822264925982043e-17
18,0.0025443122983243,unified,3.099313244462066e-16
18,0.0032056326221652,unified,2.50114538460073e-15
18,0.0040388440188956,unified,2.0303929831418817e-14
18,0.0050886245966486,unified,1.69413457345711e-13
18,0.0064112652443304,unified,1.5314760291193867e-12
18,0.0080776880377912,unified,1.3458797140927318e-11
18,0.0101772491932972,unified,1.193545842988123e-10
18,0.0128225304886608,unified,1.1978483621797234e-09
18,0.0160886316850251,unified,1.1524374862151334e-08
18,0.0197456732599361,unified,9.15106345922245e-08
18,0.0237958799582761,unified,6.415793616144767e-07
18,0.0282410972916537,unified,3.8179239328370976e-06
18,0.0330828795176262,unified,1.93637265238287e-05
18,0.0383225526348807,unified,8.18550750621613e-05
18,0.0439612606058984,unified,0.0003014480889847
18,0.05,unified,0.000994
