L,p,decoder,weight,n_runs,n_fails,p_log
20,0.1042105263157894,unified,2.1,89250,16327,0.18293557422969187
20,0.1042105263157894,unified,2.5,59500,10895,0.183109243697479
20,0.1048421052631578,unified,1.1,60000,11814,0.1969
20,0.1048421052631578,unified,2.1,89250,16733,0.18748459383753502
20,0.1048421052631578,unified,2.5,59500,11357,0.19087394957983192
20,0.1054736842105263,unified,1.1,60000,12122,0.20203333333333334
20,0.1054736842105263,unified,2.1,89250,17300,0.1938375350140056
20,0.1054736842105263,unified,2.5,59500,11530,0.193781512605042
20,0.1061052631578947,unified,1.1,60000,12357,0.20595
20,0.1061052631578947,unified,2.1,89250,17889,0.20043697478991596
20,0.1061052631578947,unified,2.5,59500,11887,0.199781512605042
20,0.1067368421052631,unified,1.1,60000,12710,0.21183333333333335
20,0.1067368421052631,unified,2.1,89250,18244,0.20441456582633052
20,0.1067368421052631,unified,2.5,59500,11971,0.20119327731092437
20,0.1073684210526315,unified,1.1,60000,13071,0.21785
20,0.1073684210526315,unified,2.1,89250,18682,0.2093221288515406
20,0.1073684210526315,unified,2.5,59500,12543,0.21080672268907563
20,0.108,unified,1.1,60000,13315,0.22191666666666668
20,0.108,unified,2.1,89250,19270,0.21591036414565826
20,0.108,unified,2.5,59500,12962,0.21784873949579833
30,0.096,unified,1.1,60000,7274,0.12123333333333333
30,0.096,unified,2.1,59500,6670,0.11210084033613445
30,0.096,unified,2.5,59500,6602,0.11095798319327731
30,0.0966315789473684,unified,1.1,60000,7657,0.12761666666666666
30,0.0966315789473684,unified,2.1,59500,7048,0.11845378151260504
30,0.0966315789473684,unified,2.5,59500,7041,0.11833613445378151
30,0.0972631578947368,unified,1.1,60000,7947,0.13245
30,0.0972631578947368,unified,2.1,59500,7178,0.12063865546218487
30,0.0972631578947368,unified,2.5,59500,7451,0.12522689075630253
30,0.0978947368421052,unified,1.1,60000,8319,0.13865
30,0.0978947368421052,unified,2.1,59500,7660,0.12873949579831934
30,0.0978947368421052,unified,2.5,59500,7761,0.13043697478991598
30,0.0985263157894736,unified,1.1,60000,8539,0.14231666666666667
30,0.0985263157894736,unified,2.1,59500,8131,0.13665546218487395
30,0.0985263157894736,unified,2.5,59500,8125,0.13655462184873948
30,0.0991578947368421,unified,1.1,60000,8962,0.14936666666666668
30,0.0991578947368421,unified,2.1,59500,8326,0.1399327731092437
30,0.0991578947368421,unified,2.5,59500,8436,0.14178151260504201
30,0.0997894736842105,unified,1.1,60000,9475,0.15791666666666668
30,0.0997894736842105,unified,2.1,59500,8429,0.1416638655462185
30,0.0997894736842105,unified,2.5,59500,8678,0.14584873949579832
30,0.1004210526315789,unified,1.1,60000,9616,0.16026666666666667
30,0.1004210526315789,unified,2.1,59500,9007,0.1513781512605042
30,0.1004210526315789,unified,2.5,59500,9159,0.1539327731092437
30,0.1010526315789473,unified,1.1,60000,10180,0.16966666666666666
30,0.1010526315789473,unified,2.1,59500,9467,0.159109243697479
30,0.1010526315789473,unified,2.5,59500,9464,0.15905882352941175
30,0.1016842105263158,unified,1.1,60000,10502,0.17503333333333335
30,0.1016842105263158,unified,2.1,59500,9775,0.16428571428571428
30,0.1016842105263158,unified,2.5,59500,9948,0.16719327731092437
30,0.1023157894736842,unified,1.1,60000,11002,0.18336666666666668
30,0.1023157894736842,unified,2.1,59500,10010,0.16823529411764707
30,0.1023157894736842,unified,2.5,59500,10179,0.17107563025210085
30,0.1029473684210526,unified,1.1,60000,11273,0.18788333333333335
30,0.1029473684210526,unified,2.1,59500,10512,0.17667226890756302
30,0.1029473684210526,unified,2.5,59500,10785,0.18126050420168066
30,0.103578947368421,unified,1.1,60000,11599,0.19331666666666666
30,0.103578947368421,unified,2.1,59500,10956,0.1841344537815126
30,0.103578947368421,unified,2.5,59500,11114,0.18678991596638655
30,0.1042105263157894,unified,1.1,60000,12321,0.20535
30,0.1042105263157894,unified,2.1,59500,11246,0.18900840336134453
30,0.1042105263157894,unified,2.5,59500,11423,0.19198319327731092
30,0.1048421052631578,unified,1.1,60000,12613,0.21021666666666666
30,0.1048421052631578,unified,2.1,59500,11659,0.19594957983193279
30,0.1048421052631578,unified,2.5,59500,11823,0.19870588235294118
30,0.1054736842105263,unified,1.1,60000,12954,0.2159
30,0.1054736842105263,unified,2.1,59500,12310,0.20689075630252102
30,0.1054736842105263,unified,2.5,59500,12139,0.20401680672268907
30,0.1061052631578947,unified,1.1,60000,13365,0.22275
30,0.1061052631578947,unified,2.1,59500,12601,0.21178151260504202
30,0.1061052631578947,unified,2.5,59500,12650,0.21260504201680672
30,0.1067368421052631,unified,1.1,60000,13850,0.23083333333333333
30,0.1067368421052631,unified,2.1,59500,12941,0.21749579831932772
30,0.1067368421052631,unified,2.5,59500,13163,0.22122689075630253
30,0.1073684210526315,unified,1.1,60000,14037,0.23395
30,0.1073684210526315,unified,2.1,59500,13474,0.22645378151260503
30,0.1073684210526315,unified,2.5,59500,13514,0.22712605042016806
30,0.108,unified,1.1,60000,14518,0.24196666666666666
30,0.108,unified,2.1,59500,13683,0.22996638655462184
30,0.108,unified,2.5,59500,13763,0.2313109243697479
40,0.096,unified,1.1,60000,6593,0.10988333333333333
40,0.096,unified,2.1,60000,6075,0.10125
40,0.096,unified,2.5,60000,6190,0.10316666666666667
40,0.0966315789473684,unified,1.1,60000,6993,0.11655
40,0.0966315789473684,unified,2.1,60000,6480,0.108
40,0.0966315789473684,unified,2.5,60000,6563,0.10938333333333333
40,0.0972631578947368,unified,1.1,60000,7551,0.12585
40,0.0972631578947368,unified,2.1,60000,6875,0.11458333333333333
40,0.0972631578947368,unified,2.5,60000,6985,0.11641666666666667
40,0.0978947368421052,unified,1.1,60000,7843,0.13071666666666668
40,0.0978947368421052,unified,2.1,60000,7417,0.12361666666666667
40,0.0978947368421052,unified,2.5,60000,7277,0.12128333333333334
40,0.0985263157894736,unified,1.1,60000,8277,0.13795
40,0.0985263157894736,unified,2.1,60000,7661,0.12768333333333334
40,0.0985263157894736,unified,2.5,60000,7771,0.12951666666666667
40,0.0991578947368421,unified,1.1,60000,8783,0.14638333333333334
40,0.0991578947368421,unified,2.1,60000,8117,0.13528333333333334
40,0.0991578947368421,unified,2.5,60000,8288,0.13813333333333333
40,0.0997894736842105,unified,1.1,60000,9192,0.1532
40,0.0997894736842105,unified,2.1,60000,8725,0.14541666666666667
40,0.0997894736842105,unified,2.5,60000,8800,0.14666666666666667
40,0.1004210526315789,unified,1.1,60000,9770,0.16283333333333333
40,0.1004210526315789,unified,2.1,60000,9135,0.15225
40,0.1004210526315789,unified,2.5,60000,9085,0.15141666666666667
40,0.1010526315789473,unified,1.1,60000,9887,0.16478333333333334
40,0.1010526315789473,unified,2.1,60000,9404,0.15673333333333334
40,0.1010526315789473,unified,2.5,60000,9630,0.1605
40,0.1016842105263158,unified,1.1,60000,10664,0.17773333333333333
40,0.1016842105263158,unified,2.1,60000,9894,0.1649
40,0.1016842105263158,unified,2.5,60000,10057,0.16761666666666666
40,0.1023157894736842,unified,1.1,60000,10970,0.18283333333333332
40,0.1023157894736842,unified,2.1,60000,10426,0.17376666666666668
40,0.1023157894736842,unified,2.5,60000,10532,0.17553333333333335
40,0.1029473684210526,unified,1.1,60000,11547,0.19245
40,0.1029473684210526,unified,2.1,60000,10949,0.18248333333333333
40,0.1029473684210526,unified,2.5,60000,11113,0.18521666666666667
40,0.103578947368421,unified,1.1,60000,11869,0.19781666666666667
40,0.103578947368421,unified,2.1,60000,11251,0.18751666666666666
40,0.103578947368421,unified,2.5,60000,11499,0.19165
40,0.1042105263157894,unified,1.1,60000,12522,0.2087
40,0.1042105263157894,unified,2.1,60000,11888,0.19813333333333333
40,0.1042105263157894,unified,2.5,60000,12001,0.20001666666666668
40,0.1048421052631578,unified,1.1,60000,12905,0.21508333333333332
40,0.1048421052631578,unified,2.1,60000,12331,0.20551666666666665
40,0.1048421052631578,unified,2.5,60000,12375,0.20625
40,0.1054736842105263,unified,1.1,60000,13502,0.22503333333333334
40,0.1054736842105263,unified,2.1,60000,12718,0.21196666666666666
40,0.1054736842105263,unified,2.5,60000,13019,0.21698333333333333
40,0.1061052631578947,unified,1.1,60000,13999,0.23331666666666667
40,0.1061052631578947,unified,2.1,60000,13301,0.22168333333333334
40,0.1061052631578947,unified,2.5,60000,13602,0.2267
40,0.1067368421052631,unified,1.1,60000,14455,0.24091666666666667
40,0.1067368421052631,unified,2.1,60000,13691,0.22818333333333332
40,0.1067368421052631,unified,2.5,60000,13963,0.23271666666666666
40,0.1073684210526315,unified,1.1,60000,14984,0.24973333333333333
40,0.1073684210526315,unified,2.1,60000,14574,0.2429
40,0.1073684210526315,unified,2.5,60000,14420,0.24033333333333334
40,0.108,unified,1.1,60000,15584,0.2597333333333333
40,0.108,unified,2.1,60000,14947,0.24911666666666665
40,0.108,unified,2.5,60000,14869,0.24781666666666666
