L,p,decoder,p_log
22,0.0006207644969181,unified,1.6160614819676973e-17
22,0.0007650517789147,unified,5.796854985363887e-17
22,0.0009428764488408,unified,2.09985365407769e-16
22,0.0011620337633091,unified,7.547627271438738e-16
22,0.0014321308679736,unified,2.6831179651269116e-15
22,0.0017650079436267,unified,9.527061965479352e-15
22,0.0021752572413114,unified,3.460724523975482e-14
22,0.0026808627592662,unified,1.2634741109730972e-13
22,0.0033039886030616,unified,4.671684440788385e-13
22,0.0040719505880821,unified,1.7604467339910923e-12
22,0.005018413676251,unified,6.671267346580172e-12
22,0.0061848677387427,unified,2.6752980416139482e-11
22,0.0076224463373287,unified,1.094792604061749e-10
22,0.0093941682538336,unified,4.4684829031127623e-10
22,0.0115777000290778,unified,1.922349017984932e-09
22,0.014268760612054,unified,8.74422708143633e-09
22,0.0175853173681095,unified,3.93868915275831e-08
22,0.0216727573855216,unified,1.8361493173067172e-07
22,0.0267102607737683,unified,8.783026222494469e-07
22,0.0329186553382133,unified,4.579222934872643e-06
22,0.0405700969546619,unified,2.5589607111526445e-05
22,0.05,unified,0.0001541
